"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.349908800E-1,-4.699999839E-2,3.900000080E-2,-9.999999776E-3,6.188699304E-2
7.399576490E-1,3.400000185E-2,6.499999762E-2,-1.330000013E-1,1.518881173E-1
7.449241110E-1,-1.899999939E-2,1.099999994E-2,-9.200000018E-2,9.458329667E-2
7.498908800E-1,2.099999972E-2,-7.000000030E-2,-3.700000048E-2,8.191459006E-2
7.548574190E-1,6.000000052E-3,-2.700000070E-2,-1.049999967E-1,1.085817634E-1
7.598241830E-1,4.699999839E-2,-3.999999911E-2,-2.140000015E-1,2.227218006E-1
7.647908750E-1,-4.699999839E-2,-2.700000070E-2,-7.800000161E-2,9.498420994E-2
7.697576440E-1,4.699999839E-2,-3.999999911E-2,-1.049999967E-1,1.217949058E-1
7.747241680E-1,-6.000000052E-3,0.000000000E0,-1.459999979E-1,1.461232335E-1
7.796908600E-1,3.400000185E-2,-3.999999911E-2,-9.999999776E-3,5.344155733E-2
7.846576150E-1,-1.999999955E-2,-2.600000054E-2,2.999999933E-2,4.445222120E-2
7.896241540E-1,6.100000069E-2,1.089999974E-1,-2.400000021E-2,1.271927652E-1
7.945909230E-1,3.099999949E-2,-3.700000048E-2,-1.049999967E-1,1.155638322E-1
7.995573900E-1,4.000000190E-3,-3.700000048E-2,-3.700000048E-2,5.247856774E-2
8.045241590E-1,4.500000179E-2,-9.200000018E-2,-1.599999964E-1,1.899710479E-1
8.094909280E-1,3.099999949E-2,-9.999999776E-3,3.000000026E-3,3.271085392E-2
8.144576340E-1,1.600000076E-2,4.100000113E-2,-1.190000027E-1,1.268778971E-1
8.194244040E-1,-2.400000021E-2,-1.300000027E-2,-1.459999979E-1,1.485294563E-1
8.243909470E-1,-3.700000048E-2,-9.499999881E-2,-1.599999964E-1,1.897208440E-1
8.293577160E-1,7.100000232E-2,-3.999999911E-2,-9.999999776E-3,8.210359465E-2
8.343244090E-1,-2.199999988E-2,-5.000000075E-2,-2.400000021E-2,5.966573623E-2
8.392909570E-1,1.799999923E-2,-3.599999845E-2,-2.400000021E-2,4.686149667E-2
8.442576500E-1,-3.599999845E-2,-6.400000304E-2,-2.400000021E-2,7.725283352E-2
8.492241880E-1,-2.199999988E-2,5.799999833E-2,-5.099999905E-2,8.030566421E-2
8.541909280E-1,-3.400000185E-2,5.400000140E-2,-1.330000013E-1,1.475161029E-1
8.591576970E-1,-3.299999982E-2,3.999999911E-2,-9.999999776E-3,5.281098287E-2
8.641241730E-1,1.999999955E-2,5.400000140E-2,-1.049999967E-1,1.197539120E-1
8.690909420E-1,3.400000185E-2,1.300000027E-2,-3.700000048E-2,5.190375871E-2
8.740577120E-1,1.899999939E-2,5.000000075E-2,-1.190000027E-1,1.304683897E-1
8.790243990E-1,-4.899999872E-2,-1.700000092E-2,-2.400000021E-2,5.714892751E-2
8.839911680E-1,-8.000000380E-3,8.999999613E-3,-1.190000027E-1,1.196076948E-1
8.889576980E-1,-8.000000380E-3,2.199999988E-2,-1.049999967E-1,1.075778756E-1
8.939243900E-1,4.199999943E-2,-1.049999967E-1,-6.499999762E-2,1.304377206E-1
8.988909280E-1,1.000000047E-3,-2.300000004E-2,-9.200000018E-2,9.483670194E-2
9.038576930E-1,-2.500000037E-2,-2.300000004E-2,-1.190000027E-1,1.237537905E-1
9.088243850E-1,-3.799999878E-2,3.099999949E-2,-1.330000013E-1,1.417533076E-1
9.137909230E-1,1.000000047E-3,4.100000113E-2,-7.800000161E-2,8.812491330E-2
9.187577120E-1,-2.500000037E-2,-2.600000054E-2,-6.400000304E-2,7.346428000E-2
9.237244810E-1,1.000000047E-3,-3.999999911E-2,-3.700000048E-2,5.449770604E-2
9.286909420E-1,-2.500000037E-2,-1.080000028E-1,-2.010000050E-1,2.295430300E-1
9.336576980E-1,1.300000027E-2,1.300000027E-2,-7.800000161E-2,8.013738369E-2
9.386244670E-1,-8.100000024E-2,-2.700000070E-2,-7.800000161E-2,1.156460130E-1
9.435909420E-1,2.700000070E-2,0.000000000E0,-1.459999979E-1,1.484755852E-1
9.485576350E-1,0.000000000E0,0.000000000E0,-9.200000018E-2,9.200000018E-2
9.535244810E-1,1.200000010E-2,-5.099999905E-2,-5.099999905E-2,7.311634433E-2
9.584909230E-1,1.200000010E-2,4.399999976E-2,-6.400000304E-2,7.858753318E-2
9.634576930E-1,9.399999678E-2,2.999999933E-2,-5.099999905E-2,1.110720453E-1
9.684244620E-1,2.600000054E-2,1.700000092E-2,-1.049999967E-1,1.094988556E-1
9.733911490E-1,0.000000000E0,6.599999964E-2,-7.800000161E-2,1.021763192E-1
9.783576880E-1,-1.400000043E-2,-5.600000173E-2,-1.049999967E-1,1.198206974E-1
9.833244620E-1,-4.100000113E-2,1.099999994E-2,-9.999999776E-3,4.361192597E-2
9.882911540E-1,-2.800000086E-2,-2.899999917E-2,-1.459999979E-1,1.514628647E-1
9.932576930E-1,-1.019999981E-1,-6.499999762E-2,-2.400000021E-2,1.233085533E-1
9.982243940E-1,-1.999999955E-2,-5.099999905E-2,-3.700000048E-2,6.610597492E-2
1.003191163E0,7.000000216E-3,-9.999999776E-3,-7.800000161E-2,7.894935243E-2
1.008157933E0,3.400000185E-2,-9.999999776E-3,-1.059999987E-1,1.117676154E-1
1.013124405E0,-1.799999923E-2,3.000000026E-3,-6.499999762E-2,6.751295922E-2
1.018091174E0,2.199999988E-2,-7.800000161E-2,-1.330000013E-1,1.557465910E-1
1.023057718E0,3.500000015E-2,-3.700000048E-2,2.000000095E-3,5.097058020E-2
1.028024410E0,6.300000101E-2,-9.999999776E-3,-9.200000018E-2,1.119508828E-1
1.032991179E0,3.299999982E-2,-4.800000042E-2,5.700000003E-2,8.149846644E-2
1.037957958E0,-4.800000042E-2,6.000000052E-3,-1.459999979E-1,1.538050695E-1
1.042924496E0,3.299999982E-2,-6.100000069E-2,-7.800000161E-2,1.043743279E-1
1.047891188E0,1.899999939E-2,-1.999999955E-2,-5.099999905E-2,5.798275486E-2
1.052857929E0,-1.999999955E-2,-4.399999976E-2,-1.870000064E-1,1.931450294E-1
1.057824467E0,-4.699999839E-2,9.999999776E-3,-6.499999762E-2,8.083315863E-2
1.062791189E0,4.800000042E-2,3.700000048E-2,-9.200000018E-2,1.101680539E-1
1.067757958E0,-1.999999955E-2,-2.999999933E-2,-7.800000161E-2,8.593020536E-2
1.072724727E0,-3.099999949E-2,2.199999988E-2,-2.400000021E-2,4.495553329E-2
1.077691184E0,-1.700000092E-2,-4.999999888E-3,-5.099999905E-2,5.399073933E-2
1.082657722E0,-4.399999976E-2,-1.799999923E-2,-1.190000027E-1,1.281444521E-1
1.087624491E0,-5.799999833E-2,8.000000380E-3,-7.800000161E-2,9.752948305E-2
1.092591175E0,3.400000185E-2,-2.999999933E-2,-9.999999776E-3,4.643274794E-2
1.097557944E0,4.699999839E-2,-8.399999887E-2,-9.200000018E-2,1.331502899E-1
1.102524472E0,3.400000185E-2,-2.000000095E-3,-9.999999776E-3,3.549648041E-2
1.107491242E0,4.699999839E-2,-1.600000076E-2,-7.800000161E-2,9.246080318E-2
1.112457934E0,-6.000000052E-3,2.300000004E-2,-3.700000048E-2,4.397726729E-2
1.117424727E0,7.000000216E-3,-1.799999923E-2,-9.200000018E-2,9.400531904E-2
1.122391266E0,1.999999955E-2,-7.199999690E-2,5.700000003E-2,9.398403875E-2
1.127357958E0,-1.899999939E-2,-3.099999949E-2,-1.059999987E-1,1.120624811E-1
1.132324491E0,-4.999999888E-3,3.299999982E-2,-1.059999987E-1,1.111305526E-1
1.137291261E0,-4.600000009E-2,6.000000052E-3,-1.330000013E-1,1.408580859E-1
1.142258030E0,7.000000216E-3,-1.999999955E-2,-1.059999987E-1,1.080971772E-1
1.147224722E0,7.500000298E-2,-1.999999955E-2,-1.330000013E-1,1.539935089E-1
1.152191261E0,4.500000179E-2,6.000000052E-3,-1.330000013E-1,1.405346950E-1
1.157157963E0,5.799999833E-2,1.899999939E-2,-9.999999776E-3,6.184658260E-2
1.162124501E0,4.000000190E-3,-2.099999972E-2,-1.049999967E-1,1.071540914E-1
1.167091271E0,3.099999949E-2,1.899999939E-2,-1.739999950E-1,1.777582578E-1
1.172058040E0,-2.099999972E-2,-1.899999939E-2,-7.800000161E-2,8.298192704E-2
1.177024732E0,-6.199999899E-2,1.019999981E-1,-6.499999762E-2,1.359154118E-1
1.181991276E0,4.600000009E-2,3.400000185E-2,-9.999999776E-3,5.806892568E-2
1.186958045E0,-2.099999972E-2,3.400000185E-2,-3.700000048E-2,5.446099659E-2
1.191924507E0,-1.999999955E-2,4.500000179E-2,-5.099999905E-2,7.089428782E-2
1.196891280E0,3.400000185E-2,3.099999949E-2,-7.800000161E-2,9.055937470E-2
1.201858049E0,-6.000000052E-3,-3.599999845E-2,-9.200000018E-2,9.897474386E-2
1.206824732E0,-4.699999839E-2,1.700000092E-2,-2.400000021E-2,5.544366411E-2
1.211791271E0,-4.399999976E-2,-4.699999839E-2,-1.330000013E-1,1.477633249E-1
1.216758040E0,2.300000004E-2,7.000000216E-3,-1.739999950E-1,1.756530622E-1
1.221724721E0,9.999999776E-3,7.000000216E-3,-9.200000018E-2,9.280624996E-2
1.226691260E0,-4.399999976E-2,7.000000216E-3,-1.059999987E-1,1.149826061E-1
1.231658029E0,3.500000015E-2,-4.300000146E-2,-6.499999762E-2,8.543418418E-2
1.236624702E0,3.400000185E-2,-2.000000095E-3,-3.700000048E-2,5.028916545E-2
1.241591241E0,-1.899999939E-2,2.400000021E-2,-9.200000018E-2,9.695875422E-2
1.246558010E0,-1.899999939E-2,-2.000000095E-3,-1.059999987E-1,1.077079371E-1
1.251524760E0,-4.999999888E-3,7.299999893E-2,-1.059999987E-1,1.288021723E-1
